Date,agora-rtc-sdk-ng,agora-rtc-sdk,rtc-sdk-total,agora-rtm-sdk,agora-rtc-react,react-native-agora,agora-agent-server-sdk,agora-agent-client-toolkit,agora-agent-uikit,agora-conversational-ai-denoiser
2015-09-14 00:00:00,0,0,0,0,0,,,,,
2015-09-21 00:00:00,0,0,0,0,0,,,,,
2015-09-28 00:00:00,0,0,0,0,0,,,,,
2015-10-05 00:00:00,0,0,0,0,0,,,,,
2015-10-12 00:00:00,0,0,0,0,0,,,,,
2015-10-19 00:00:00,0,0,0,0,0,,,,,
2015-10-26 00:00:00,0,0,0,0,0,,,,,
2015-11-02 00:00:00,0,0,0,0,0,,,,,
2015-11-09 00:00:00,0,0,0,0,0,,,,,
2015-11-16 00:00:00,0,0,0,0,0,,,,,
2015-11-23 00:00:00,0,0,0,0,0,,,,,
2015-11-30 00:00:00,0,0,0,0,0,,,,,
2015-12-07 00:00:00,0,0,0,0,0,,,,,
2015-12-14 00:00:00,0,0,0,0,0,,,,,
2015-12-21 00:00:00,0,0,0,0,0,,,,,
2015-12-28 00:00:00,0,0,0,0,0,,,,,
2016-01-04 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-01-11 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-01-18 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-01-25 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-02-01 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-02-08 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-02-15 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-02-22 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-02-29 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-03-07 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-03-14 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-03-21 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-03-28 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-04-04 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-04-11 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-04-18 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-04-25 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-05-02 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-05-09 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-05-16 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-05-23 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-05-30 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-06-06 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-06-13 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-06-20 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-06-27 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-07-04 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-07-11 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-07-18 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-07-25 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-08-01 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-08-08 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-08-15 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-08-22 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-08-29 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-09-05 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-09-12 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-09-19 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-09-26 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-10-03 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-10-10 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-10-17 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-10-24 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-10-31 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-11-07 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-11-14 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-11-21 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-11-28 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-12-05 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-12-12 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-12-19 00:00:00,0,0,0,0,0,,,,0.0,0.0
2016-12-26 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-01-02 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-01-09 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-01-16 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-01-23 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-01-30 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-02-06 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-02-13 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-02-20 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-02-27 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-03-06 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-03-13 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-03-20 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-03-27 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-04-03 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-04-10 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-04-17 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-04-24 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-05-01 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-05-08 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-05-15 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-05-22 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-05-29 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-06-05 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-06-12 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-06-19 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-06-26 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-07-03 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-07-10 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-07-17 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-07-24 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-07-31 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-08-07 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-08-14 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-08-21 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-08-28 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-09-04 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-09-11 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-09-18 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-09-25 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-10-02 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-10-09 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-10-16 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-10-23 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-10-30 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-11-06 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-11-13 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-11-20 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-11-27 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-12-04 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-12-11 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-12-18 00:00:00,0,0,0,0,0,,,,0.0,0.0
2017-12-25 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-01-01 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-01-08 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-01-15 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-01-22 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-01-29 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-02-05 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-02-12 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-02-19 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-02-26 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-03-05 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-03-12 00:00:00,0,19,19,0,0,,,,0.0,0.0
2018-03-19 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-03-26 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-04-02 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-04-09 00:00:00,0,0,0,0,0,,,,0.0,0.0
2018-04-16 00:00:00,0,22,22,0,0,,,,0.0,0.0
2018-04-23 00:00:00,0,3,3,0,0,,,,0.0,0.0
2018-04-30 00:00:00,0,5,5,0,0,,,,0.0,0.0
2018-05-07 00:00:00,0,6,6,0,0,,,,0.0,0.0
2018-05-14 00:00:00,0,9,9,0,0,,,,0.0,0.0
2018-05-21 00:00:00,0,8,8,0,0,,,,0.0,0.0
2018-05-28 00:00:00,0,45,45,0,0,,,,0.0,0.0
2018-06-04 00:00:00,0,70,70,0,0,,,,0.0,0.0
2018-06-11 00:00:00,0,67,67,0,0,,,,0.0,0.0
2018-06-18 00:00:00,0,30,30,0,0,,,,0.0,0.0
2018-06-25 00:00:00,0,34,34,0,0,,,,0.0,0.0
2018-07-02 00:00:00,0,13,13,0,0,,,,0.0,0.0
2018-07-09 00:00:00,0,64,64,0,0,,,,0.0,0.0
2018-07-16 00:00:00,0,66,66,0,0,,,,0.0,0.0
2018-07-23 00:00:00,0,71,71,0,0,,,,0.0,0.0
2018-07-30 00:00:00,0,94,94,0,0,,,,0.0,0.0
2018-08-06 00:00:00,0,111,111,0,0,,,,0.0,0.0
2018-08-13 00:00:00,0,87,87,0,0,,,,0.0,0.0
2018-08-20 00:00:00,0,81,81,0,0,,,,0.0,0.0
2018-08-27 00:00:00,0,112,112,0,0,,,,0.0,0.0
2018-09-03 00:00:00,0,140,140,0,0,,,,0.0,0.0
2018-09-10 00:00:00,0,139,139,0,0,,,,0.0,0.0
2018-09-17 00:00:00,0,314,314,0,0,,,,0.0,0.0
2018-09-24 00:00:00,0,200,200,0,0,,,,0.0,0.0
2018-10-01 00:00:00,0,138,138,0,0,,,,0.0,0.0
2018-10-08 00:00:00,0,95,95,0,0,,,,0.0,0.0
2018-10-15 00:00:00,0,241,241,0,0,,,,0.0,0.0
2018-10-22 00:00:00,0,492,492,0,0,,,,0.0,0.0
2018-10-29 00:00:00,0,224,224,0,0,,,,0.0,0.0
2018-11-05 00:00:00,0,343,343,0,0,,,,0.0,0.0
2018-11-12 00:00:00,0,495,495,0,0,,,,0.0,0.0
2018-11-19 00:00:00,0,423,423,0,0,,,,0.0,0.0
2018-11-26 00:00:00,0,444,444,0,0,,,,0.0,0.0
2018-12-03 00:00:00,0,263,263,0,0,,,,0.0,0.0
2018-12-10 00:00:00,0,366,366,0,0,,,,0.0,0.0
2018-12-17 00:00:00,0,330,330,0,0,,,,0.0,0.0
2018-12-24 00:00:00,0,487,487,0,0,,,,0.0,0.0
2018-12-31 00:00:00,0,133,133,0,0,,,,0.0,0.0
2019-01-07 00:00:00,0,357,357,0,0,,,,0.0,0.0
2019-01-14 00:00:00,0,495,495,0,0,,,,0.0,0.0
2019-01-21 00:00:00,0,441,441,0,0,,,,0.0,0.0
2019-01-28 00:00:00,0,462,462,0,0,,,,0.0,0.0
2019-02-04 00:00:00,0,448,448,0,0,,,,0.0,0.0
2019-02-11 00:00:00,0,571,571,0,0,,,,0.0,0.0
2019-02-18 00:00:00,0,407,407,0,0,,,,0.0,0.0
2019-02-25 00:00:00,0,467,467,0,0,,,,0.0,0.0
2019-03-04 00:00:00,0,886,886,0,0,,,,0.0,0.0
2019-03-11 00:00:00,0,650,650,0,0,,,,0.0,0.0
2019-03-18 00:00:00,0,415,415,0,0,,,,0.0,0.0
2019-03-25 00:00:00,0,692,692,0,0,,,,0.0,0.0
2019-04-01 00:00:00,0,636,636,0,0,,,,0.0,0.0
2019-04-08 00:00:00,0,621,621,0,0,,,,0.0,0.0
2019-04-15 00:00:00,0,627,627,0,0,,,,0.0,0.0
2019-04-22 00:00:00,0,488,488,0,0,,,,0.0,0.0
2019-04-29 00:00:00,0,605,605,0,0,,,,0.0,0.0
2019-05-06 00:00:00,0,536,536,0,0,,,,0.0,0.0
2019-05-13 00:00:00,0,768,768,0,0,,,,0.0,0.0
2019-05-20 00:00:00,0,689,689,0,0,,,,0.0,0.0
2019-05-27 00:00:00,0,646,646,0,0,,,,0.0,0.0
2019-06-03 00:00:00,0,726,726,0,0,,,,0.0,0.0
2019-06-10 00:00:00,0,731,731,0,0,,,,0.0,0.0
2019-06-17 00:00:00,0,594,594,0,0,,,,0.0,0.0
2019-06-24 00:00:00,0,688,688,0,0,,,,0.0,0.0
2019-07-01 00:00:00,0,1130,1130,0,0,,,,0.0,0.0
2019-07-08 00:00:00,0,919,919,0,0,,,,0.0,0.0
2019-07-15 00:00:00,0,809,809,0,0,,,,0.0,0.0
2019-07-22 00:00:00,0,807,807,0,0,,,,0.0,0.0
2019-07-29 00:00:00,0,682,682,109,0,,,,0.0,0.0
2019-08-05 00:00:00,0,689,689,45,0,,,,0.0,0.0
2019-08-12 00:00:00,0,683,683,409,0,,,,0.0,0.0
2019-08-19 00:00:00,0,1040,1040,539,0,,,,0.0,0.0
2019-08-26 00:00:00,0,786,786,533,0,,,,0.0,0.0
2019-09-02 00:00:00,0,739,739,555,0,,,,0.0,0.0
2019-09-09 00:00:00,0,862,862,492,0,,,,0.0,0.0
2019-09-16 00:00:00,0,842,842,454,0,,,,0.0,0.0
2019-09-23 00:00:00,0,1207,1207,633,0,,,,0.0,0.0
2019-09-30 00:00:00,0,1138,1138,609,0,,,,0.0,0.0
2019-10-07 00:00:00,0,1031,1031,860,0,,,,0.0,0.0
2019-10-14 00:00:00,0,1098,1098,716,0,,,,0.0,0.0
2019-10-21 00:00:00,0,935,935,615,0,,,,0.0,0.0
2019-10-28 00:00:00,0,909,909,667,0,,,,0.0,0.0
2019-11-04 00:00:00,0,948,948,660,0,,,,0.0,0.0
2019-11-11 00:00:00,0,1081,1081,842,0,,,,0.0,0.0
2019-11-18 00:00:00,0,953,953,609,0,,,,0.0,0.0
2019-11-25 00:00:00,0,760,760,501,0,,,,0.0,0.0
2019-12-02 00:00:00,0,813,813,571,0,,,,0.0,0.0
2019-12-09 00:00:00,0,903,903,472,0,,,,0.0,0.0
2019-12-16 00:00:00,0,949,949,550,0,,,,0.0,0.0
2019-12-23 00:00:00,0,812,812,613,0,,,,0.0,0.0
2019-12-30 00:00:00,0,683,683,212,0,,,,0.0,0.0
2020-01-06 00:00:00,0,667,667,267,0,,,,0.0,0.0
2020-01-13 00:00:00,0,914,914,450,0,,,,0.0,0.0
2020-01-20 00:00:00,0,1123,1123,601,0,,,,0.0,0.0
2020-01-27 00:00:00,0,1165,1165,581,0,,,,0.0,0.0
2020-02-03 00:00:00,0,1234,1234,581,0,,,,0.0,0.0
2020-02-10 00:00:00,0,1172,1172,578,0,,,,0.0,0.0
2020-02-17 00:00:00,0,1416,1416,557,0,,,,0.0,0.0
2020-02-24 00:00:00,0,1599,1599,500,0,,,,0.0,0.0
2020-03-02 00:00:00,18,1425,1443,276,0,,,,0.0,0.0
2020-03-09 00:00:00,53,1501,1554,246,0,,,,0.0,0.0
2020-03-16 00:00:00,38,1737,1775,242,0,,,,0.0,0.0
2020-03-23 00:00:00,115,2528,2643,600,0,,,,0.0,0.0
2020-03-30 00:00:00,81,2957,3038,563,0,,,,0.0,0.0
2020-04-06 00:00:00,85,3747,3832,999,0,,,,0.0,0.0
2020-04-13 00:00:00,83,4276,4359,1146,0,,,,0.0,0.0
2020-04-20 00:00:00,84,4742,4826,755,0,,,,0.0,0.0
2020-04-27 00:00:00,105,5441,5546,1270,0,,,,0.0,0.0
2020-05-04 00:00:00,101,5222,5323,838,0,,,,0.0,0.0
2020-05-11 00:00:00,140,5176,5316,798,0,,,,0.0,0.0
2020-05-18 00:00:00,271,6305,6576,966,0,,,,0.0,0.0
2020-05-25 00:00:00,364,5770,6134,1364,0,,,,0.0,0.0
2020-06-01 00:00:00,390,6361,6751,1649,0,,,,0.0,0.0
2020-06-08 00:00:00,405,6234,6639,1323,0,,,,0.0,0.0
2020-06-15 00:00:00,429,6076,6505,1475,0,,,,0.0,0.0
2020-06-22 00:00:00,335,5034,5369,1192,0,,,,0.0,0.0
2020-06-29 00:00:00,345,5857,6202,1534,0,,,,0.0,0.0
2020-07-06 00:00:00,577,6784,7361,1933,0,,,,0.0,0.0
2020-07-13 00:00:00,676,7598,8274,2035,0,,,,0.0,0.0
2020-07-20 00:00:00,1271,7909,9180,2784,0,,,,0.0,0.0
2020-07-27 00:00:00,1193,7570,8763,2408,0,,,,0.0,0.0
2020-08-03 00:00:00,1931,7618,9549,2793,0,,,,0.0,0.0
2020-08-10 00:00:00,1350,7489,8839,2613,0,,,,0.0,0.0
2020-08-17 00:00:00,1620,7419,9039,2505,0,,,,0.0,0.0
2020-08-24 00:00:00,1566,8626,10192,2562,0,,,,0.0,0.0
2020-08-31 00:00:00,1648,8080,9728,2747,0,,,,0.0,0.0
2020-09-07 00:00:00,1542,7775,9317,2321,0,,,,0.0,0.0
2020-09-14 00:00:00,2137,9044,11181,2679,0,,,,0.0,0.0
2020-09-21 00:00:00,3476,8785,12261,2724,0,,,,0.0,0.0
2020-09-28 00:00:00,2490,8932,11422,3018,0,,,,0.0,0.0
2020-10-05 00:00:00,2890,8202,11092,2853,0,,,,0.0,0.0
2020-10-12 00:00:00,3714,9386,13100,4185,0,,,,0.0,0.0
2020-10-19 00:00:00,3895,9912,13807,4120,0,,,,0.0,0.0
2020-10-26 00:00:00,3920,9978,13898,4039,0,,,,0.0,0.0
2020-11-02 00:00:00,3741,9966,13707,3692,0,,,,0.0,0.0
2020-11-09 00:00:00,3692,10741,14433,4082,0,,,,0.0,0.0
2020-11-16 00:00:00,3792,9555,13347,3767,0,,,,0.0,0.0
2020-11-23 00:00:00,3674,9251,12925,3852,0,,,,0.0,0.0
2020-11-30 00:00:00,3753,9856,13609,3541,0,,,,0.0,0.0
2020-12-07 00:00:00,3892,10781,14673,3667,0,,,,0.0,0.0
2020-12-14 00:00:00,3954,13424,17378,6567,0,,,,0.0,0.0
2020-12-21 00:00:00,4031,10527,14558,3769,0,,,,0.0,0.0
2020-12-28 00:00:00,3618,7400,11018,2618,0,,,,0.0,0.0
2021-01-04 00:00:00,2363,6169,8532,2019,0,,,,0.0,0.0
2021-01-11 00:00:00,4789,9457,14246,4268,0,,,,0.0,0.0
2021-01-18 00:00:00,5558,10082,15640,3358,0,,,,0.0,0.0
2021-01-25 00:00:00,4928,9444,14372,3610,0,,,,0.0,0.0
2021-02-01 00:00:00,5518,11243,16761,3655,0,,,,0.0,0.0
2021-02-08 00:00:00,6513,11537,18050,3987,0,,,,0.0,0.0
2021-02-15 00:00:00,6758,10323,17081,4000,0,,,,0.0,0.0
2021-02-22 00:00:00,7089,10875,17964,3823,0,,,,0.0,0.0
2021-03-01 00:00:00,7411,11150,18561,4057,0,,,,0.0,0.0
2021-03-08 00:00:00,7045,10779,17824,3986,0,,,,0.0,0.0
2021-03-15 00:00:00,6771,11272,18043,4206,0,,,,0.0,0.0
2021-03-22 00:00:00,8069,11552,19621,3965,0,,,,0.0,0.0
2021-03-29 00:00:00,10055,10481,20536,3862,0,,,,0.0,0.0
2021-04-05 00:00:00,6486,10211,16697,3526,0,,,,0.0,0.0
2021-04-12 00:00:00,7458,12384,19842,3845,0,,,,0.0,0.0
2021-04-19 00:00:00,8355,10846,19201,3926,0,,,,0.0,0.0
2021-04-26 00:00:00,9040,10644,19684,3976,0,,,,0.0,0.0
2021-05-03 00:00:00,8025,9356,17381,3784,0,,,,0.0,0.0
2021-05-10 00:00:00,7753,10699,18452,3864,0,,,,0.0,0.0
2021-05-17 00:00:00,8680,9659,18339,4306,0,,,,0.0,0.0
2021-05-24 00:00:00,9056,9867,18923,4626,0,,,,0.0,0.0
2021-05-31 00:00:00,8882,8794,17676,5004,0,,,,0.0,0.0
2021-06-07 00:00:00,9516,8727,18243,4885,0,,,,0.0,0.0
2021-06-14 00:00:00,10360,9173,19533,5080,0,,,,0.0,0.0
2021-06-21 00:00:00,10813,9578,20391,4432,0,,,,0.0,0.0
2021-06-28 00:00:00,10932,8722,19654,4289,0,,,,0.0,0.0
2021-07-05 00:00:00,10220,8060,18280,5089,0,,,,0.0,0.0
2021-07-12 00:00:00,10893,8471,19364,4914,0,,,,0.0,0.0
2021-07-19 00:00:00,11214,8688,19902,5624,0,,,,0.0,0.0
2021-07-26 00:00:00,10457,7502,17959,4920,0,,,,0.0,0.0
2021-08-02 00:00:00,11474,7570,19044,6107,0,,,,0.0,0.0
2021-08-09 00:00:00,12317,7395,19712,5764,0,,,,0.0,0.0
2021-08-16 00:00:00,14335,6904,21239,6429,0,,,,0.0,0.0
2021-08-23 00:00:00,14794,6720,21514,6852,0,,,,0.0,0.0
2021-08-30 00:00:00,13605,6894,20499,5672,0,,,,0.0,0.0
2021-09-06 00:00:00,15603,6501,22104,4943,0,,,,0.0,0.0
2021-09-13 00:00:00,16321,7862,24183,5929,0,,,,0.0,0.0
2021-09-20 00:00:00,16211,6973,23184,5633,0,,,,0.0,0.0
2021-09-27 00:00:00,15228,6874,22102,5608,0,,,,0.0,0.0
2021-10-04 00:00:00,15452,6556,22008,5553,0,,,,0.0,0.0
2021-10-11 00:00:00,15355,7016,22371,5850,0,,,,0.0,0.0
2021-10-18 00:00:00,15621,7409,23030,5271,28,,,,0.0,0.0
2021-10-25 00:00:00,16835,7134,23969,5274,45,,,,0.0,0.0
2021-11-01 00:00:00,16766,6973,23739,5651,151,,,,0.0,0.0
2021-11-08 00:00:00,19633,6077,25710,6634,551,,,,0.0,0.0
2021-11-15 00:00:00,19523,7952,27475,7107,612,,,,0.0,0.0
2021-11-22 00:00:00,20283,8683,28966,6639,297,,,,0.0,0.0
2021-11-29 00:00:00,18509,6780,25289,6265,402,,,,0.0,0.0
2021-12-06 00:00:00,20671,7456,28127,7325,471,,,,0.0,0.0
2021-12-13 00:00:00,18233,7036,25269,6681,568,,,,0.0,0.0
2021-12-20 00:00:00,18983,6732,25715,7106,453,,,,0.0,0.0
2021-12-27 00:00:00,14141,5666,19807,5722,424,,,,0.0,0.0
2022-01-03 00:00:00,10924,4172,15096,4237,387,,,,0.0,0.0
2022-01-10 00:00:00,18266,6421,24687,6343,596,,,,0.0,0.0
2022-01-17 00:00:00,20022,7100,27122,6684,685,,,,0.0,0.0
2022-01-24 00:00:00,20822,7796,28618,7511,736,,,,0.0,0.0
2022-01-31 00:00:00,20822,7248,28070,6806,889,,,,0.0,0.0
2022-02-07 00:00:00,20294,7010,27304,6013,1009,,,,0.0,0.0
2022-02-14 00:00:00,21086,7081,28167,6006,930,,,,0.0,0.0
2022-02-21 00:00:00,22648,7642,30290,7116,1040,,,,0.0,0.0
2022-02-28 00:00:00,22139,6945,29084,6738,1107,,,,0.0,0.0
2022-03-07 00:00:00,21869,7079,28948,6152,1254,,,,0.0,0.0
2022-03-14 00:00:00,23930,7350,31280,6942,1467,,,,0.0,0.0
2022-03-21 00:00:00,24163,6350,30513,7006,1411,,,,0.0,0.0
2022-03-28 00:00:00,24728,7358,32086,7314,1375,,,,0.0,0.0
2022-04-04 00:00:00,23060,7385,30445,7423,1535,,,,0.0,0.0
2022-04-11 00:00:00,23029,7685,30714,8050,1559,,,,0.0,0.0
2022-04-18 00:00:00,20711,5866,26577,6512,1806,,,,0.0,0.0
2022-04-25 00:00:00,23268,6439,29707,7597,1847,,,,0.0,0.0
2022-05-02 00:00:00,21378,6114,27492,6971,1853,,,,0.0,0.0
2022-05-09 00:00:00,19292,5717,25009,7119,1537,,,,0.0,0.0
2022-05-16 00:00:00,23605,6786,30391,9253,2016,,,,0.0,0.0
2022-05-23 00:00:00,23763,6789,30552,8915,2106,,,,0.0,0.0
2022-05-30 00:00:00,22857,6042,28899,7551,1980,,,,0.0,0.0
2022-06-06 00:00:00,24463,5913,30376,7686,2525,,,,0.0,0.0
2022-06-13 00:00:00,28566,5886,34452,9727,2414,,,,0.0,0.0
2022-06-20 00:00:00,26896,6008,32904,8423,2406,,,,0.0,0.0
2022-06-27 00:00:00,26987,5949,32936,8806,2594,,,,0.0,0.0
2022-07-04 00:00:00,24841,6160,31001,7726,2271,,,,0.0,0.0
2022-07-11 00:00:00,24980,5847,30827,7289,2257,,,,0.0,0.0
2022-07-18 00:00:00,27151,5609,32760,7022,2079,,,,0.0,0.0
2022-07-25 00:00:00,26400,5450,31850,6738,2269,,,,0.0,0.0
2022-08-01 00:00:00,25650,6067,31717,8916,2282,,,,0.0,0.0
2022-08-08 00:00:00,24522,5583,30105,8069,2228,,,,0.0,0.0
2022-08-15 00:00:00,22933,4992,27925,7842,1983,,,,0.0,0.0
2022-08-22 00:00:00,25660,5934,31594,9617,2683,,,,0.0,0.0
